geoid,geometry,aian,asian,black,hisp,nhopi,nhwhite,other,max_re
14000US06037101110,"POLYGON ((-118.302291 34.258697, -118.300912 34.25869, -118.300894 34.258693, -118.300871 34.258697, -118.300824 34.25872, -118.300796 34.258753, -118.300787 34.258773, -118.300784 34.258792, -118.300784 34.258805, -118.300786 34.259568, -118.300753 34.259609, -118.300758 34.263214, -118.300803 34.263274, -118.297919 34.263222, -118.29696 34.263216, -118.296019 34.263211, -118.295669 34.263208, -118.295143 34.263205, -118.294338 34.2632, -118.294192 34.262886, -118.293294 34.262876, -118.292301 34.262865, -118.291309 34.262854, -118.290073 34.262839, -118.288467 34.26282, -118.287628 34.26281, -118.286805 34.2628, -118.286486 34.262797, -118.285742 34.262639, -118.284913 34.262463, -118.28491 34.261777, -118.284899 34.259479, -118.284928 34.258266, -118.284934 34.257974, -118.284958 34.256904, -118.284961 34.256777, -118.28498 34.255889, -118.285924 34.255895, -118.286956 34.255901, -118.287333 34.255904, -118.288618 34.255912, -118.289801 34.255919, -118.290223 34.255922, -118.291044 34.255927, -118.293178 34.25594, -118.294176 34.255946, -118.294339 34.255947, -118.295077 34.255951, -118.295482 34.255954, -118.296019 34.255957, -118.296381 34.255959, -118.296961 34.255963, -118.297919 34.255969, -118.299451 34.255978, -118.30023 34.256723, -118.300979 34.257441, -118.302291 34.258697))",,,,1.0,,1.0,,hisp
14000US06037101210,"POLYGON ((-118.299451 34.255978, -118.297919 34.255969, -118.296961 34.255963, -118.296381 34.255959, -118.296019 34.255957, -118.295482 34.255954, -118.295077 34.255951, -118.294339 34.255947, -118.294176 34.255946, -118.293178 34.25594, -118.291044 34.255927, -118.290223 34.255922, -118.289801 34.255919, -118.288618 34.255912, -118.287333 34.255904, -118.286956 34.255901, -118.285924 34.255895, -118.285924 34.254666, -118.285924 34.254045, -118.285925 34.252274, -118.285924 34.250068, -118.285924 34.248959, -118.285924 34.248018, -118.286973 34.24806, -118.287247 34.24809, -118.287509 34.248149, -118.287591 34.248173, -118.287723 34.248221, -118.28862 34.248614, -118.28968 34.249081, -118.289826 34.24916, -118.289957 34.249248, -118.289998 34.24928, -118.290104 34.249364, -118.290821 34.249936, -118.291004 34.25007799999999, -118.291215 34.250225, -118.291434 34.250363, -118.291662 34.250491, -118.291899 34.25061, -118.292107 34.250707, -118.292182 34.250742, -118.292318 34.250815, -118.292876 34.251138, -118.293179 34.25134, -118.293708 34.25169, -118.294696 34.252336, -118.295482 34.252849, -118.296559 34.253552, -118.296925 34.253791, -118.297202 34.25398, -118.297467 34.254171, -118.297648 34.254304, -118.297919 34.254511, -118.299451 34.255978))",1.0,,,5.0,,5.0,1.0,hisp
14000US06037101220,"POLYGON ((-118.285925 34.252274, -118.285924 34.254045, -118.285924 34.254666, -118.285924 34.255895, -118.28498 34.255889, -118.28449 34.255886, -118.284021 34.255883, -118.283144 34.255878, -118.282068 34.255897, -118.28197 34.255898, -118.280992 34.255916, -118.280996 34.255803, -118.279567 34.255786, -118.2795 34.255785, -118.278856 34.255777, -118.278167 34.255768, -118.278224 34.253291, -118.277787 34.253222, -118.277105 34.253093, -118.277005 34.253099, -118.276916 34.253084, -118.276915 34.251582, -118.277845 34.251635, -118.278029 34.251646, -118.278126 34.251652, -118.278224 34.251657, -118.278224 34.250679, -118.278218 34.250658, -118.278192 34.25064, -118.278107 34.250635, -118.278068 34.250624, -118.278041 34.250604, -118.278025 34.250578, -118.278022 34.249612, -118.277611 34.249589, -118.277123 34.248674, -118.276749 34.247973, -118.276035 34.246636, -118.276103 34.246484, -118.276176 34.246515, -118.279448 34.247566, -118.27975 34.247663, -118.281792 34.24778, -118.284204 34.247919, -118.285924 34.248018, -118.285924 34.248959, -118.285924 34.250068, -118.285925 34.252274))",,2.0,3.0,3.0,2.0,4.0,4.0,nhwhite
14000US06037101300,"POLYGON ((-118.278224 34.250679, -118.278224 34.251657, -118.278126 34.251652, -118.278029 34.251646, -118.277845 34.251635, -118.276915 34.251582, -118.276916 34.253084, -118.277005 34.253099, -118.277105 34.253093, -118.277787 34.253222, -118.278224 34.253291, -118.278167 34.255768, -118.278125 34.257602, -118.278039 34.257787, -118.278006 34.25793, -118.277946 34.258045, -118.27792 34.258172, -118.277873 34.258287, -118.277867 34.25843, -118.277827 34.258573, -118.277814 34.258699, -118.277774 34.258804, -118.277727 34.258952, -118.277701 34.259051, -118.277648 34.259145, -118.277602 34.25926, -118.277548 34.259376, -118.277535 34.259513, -118.277509 34.259623, -118.277462 34.259766, -118.277422 34.259903, -118.277285 34.259906, -118.267106 34.259947, -118.26529 34.259954, -118.265285 34.257358, -118.265285 34.257341, -118.265408 34.25548, -118.265487 34.255521, -118.265442 34.255474, -118.265408 34.255461, -118.265405 34.255271, -118.265238 34.254617, -118.265265 34.254286, -118.26538 34.253543, -118.265264 34.25238, -118.265295 34.250402, -118.265297 34.250265, -118.266672 34.250779, -118.266675 34.250309, -118.26668 34.249461, -118.266686 34.248493, -118.266689 34.247928, -118.266691 34.247772, -118.266044 34.247768, -118.266084 34.247589, -118.266083 34.247495, -118.266053 34.246221, -118.266052 34.246194, -118.266035 34.24546, -118.266029 34.24519799999999, -118.266016 34.244608, -118.266015 34.244583, -118.265999 34.243892, -118.266004 34.243182, -118.266006 34.242973, -118.266008 34.242714, -118.266008 34.242658, -118.266008 34.242577, -118.266015 34.241651, -118.266016 34.241569, -118.266016 34.241535, -118.26602 34.240957, -118.266023 34.240512, -118.266024 34.240356, -118.266569 34.240694, -118.266594 34.24071, -118.266733 34.240796, -118.266735 34.240459, -118.266736 34.240268, -118.26677 34.235775, -118.266775 34.234988, -118.266781 34.234236, -118.266708 34.233744, -118.26674 34.233512, -118.266798 34.231856, -118.266801 34.231444, -118.266803 34.231235, -118.266946 34.231267, -118.267712 34.231444, -118.268812 34.231692, -118.269268 34.231795, -118.271162 34.232221, -118.272473 34.232527, -118.272349 34.232677, -118.272309 34.232727, -118.272222 34.232832, -118.272201 34.232858, -118.272069 34.232985, -118.271936 34.233067, -118.271632 34.233138, -118.271261 34.233199, -118.271202 34.233243, -118.270685 34.232995, -118.270593 34.23321, -118.270582 34.23328, -118.270553 34.233462, -118.270557 34.233644, -118.270559 34.233721, -118.27061 34.233868, -118.270532 34.233883, -118.270361 34.233942, -118.270446 34.234183, -118.270461 34.234292, -118.270477 34.23444, -118.270477 34.234849, -118.270476 34.235392, -118.270476 34.235857, -118.270469 34.236646, -118.270474 34.236937, -118.270512 34.237031, -118.270537 34.237088, -118.270573 34.237167, -118.270693 34.237317, -118.271174 34.237826, -118.271804 34.238531, -118.271909 34.238668, -118.27303 34.240288, -118.273341 34.240743, -118.273409 34.240871, -118.27351 34.241084, -118.273615 34.241304, -118.273651 34.24142, -118.273671 34.24154, -118.273673 34.241643, -118.273655 34.242152, -118.273665 34.242268, -118.273689 34.242383, -118.273729 34.242495, -118.273907 34.242918, -118.273956 34.242992, -118.274025 34.243065, -118.274321 34.243293, -118.27438 34.243352, -118.274621 34.243592, -118.274716 34.243686, -118.274731 34.2437, -118.274776 34.24374, -118.276225 34.245062, -118.276295 34.245152, -118.276346 34.245232, -118.276398 34.245345, -118.27643 34.245463, -118.276442 34.245568, -118.276442 34.245614, -118.276432 34.245719, -118.276401 34.245837, -118.276373 34.245907, -118.276103 34.246484, -118.276035 34.246636, -118.276749 34.247973, -118.277123 34.248674, -118.277611 34.249589, -118.278022 34.249612, -118.278025 34.250578, -118.278041 34.250604, -118.278068 34.250624, -118.278107 34.250635, -118.278192 34.25064, -118.278218 34.250658, -118.278224 34.250679))",1.0,1.0,8.0,13.0,1.0,3.0,9.0,hisp
14000US06037101400,"POLYGON ((-118.322382 34.249631, -118.322116 34.249583, -118.316711 34.248602, -118.312384 34.248867, -118.310122 34.248548, -118.307074 34.248124, -118.306485 34.248319, -118.306508 34.24984, -118.306512 34.250101, -118.306601 34.250356, -118.306622 34.250419, -118.306615 34.250505, -118.306513 34.250619, -118.30632 34.250957, -118.306236 34.251114, -118.306218 34.251185, -118.306239 34.251192, -118.306299 34.251235, -118.306347 34.251278, -118.306423 34.251413, -118.306514 34.251506, -118.306594 34.251587, -118.306818 34.251661, -118.307501 34.251791, -118.307765 34.25199, -118.307939 34.252294, -118.30796 34.252408, -118.307599 34.252406, -118.307055 34.252404, -118.307037 34.2524, -118.306116 34.252112, -118.30606 34.252095, -118.305969 34.252077, -118.305875 34.252072, -118.305772 34.252082, -118.304752 34.252355, -118.304626 34.252381, -118.304475 34.252398, -118.304322 34.252399, -118.303482 34.252394, -118.302735 34.252388, -118.302632 34.252388, -118.302637 34.252886, -118.30264 34.253253, -118.302219 34.253103, -118.301508 34.252899, -118.301474 34.25289, -118.301389 34.252889, -118.300253 34.252869, -118.300253 34.253736, -118.300253 34.254538, -118.300254 34.255983, -118.299451 34.255978, -118.297919 34.254511, -118.297648 34.254304, -118.297467 34.254171, -118.297202 34.25398, -118.296925 34.253791, -118.296559 34.253552, -118.295482 34.252849, -118.294696 34.252336, -118.293708 34.25169, -118.293179 34.25134, -118.292876 34.251138, -118.292318 34.250815, -118.292182 34.250742, -118.292107 34.250707, -118.291899 34.25061, -118.291662 34.250491, -118.291434 34.250363, -118.291215 34.250225, -118.291004 34.25007799999999, -118.290821 34.249936, -118.290104 34.249364, -118.289998 34.24928, -118.289957 34.249248, -118.289826 34.24916, -118.28968 34.249081, -118.28862 34.248614, -118.287723 34.248221, -118.287591 34.248173, -118.287509 34.248149, -118.287247 34.24809, -118.286973 34.24806, -118.285924 34.248018, -118.284204 34.247919, -118.281792 34.24778, -118.27975 34.247663, -118.279448 34.247566, -118.276176 34.246515, -118.276103 34.246484, -118.276373 34.245907, -118.276401 34.245837, -118.276432 34.245719, -118.276442 34.245614, -118.276442 34.245568, -118.27643 34.245463, -118.276398 34.245345, -118.276346 34.245232, -118.276295 34.245152, -118.276225 34.245062, -118.274776 34.24374, -118.274731 34.2437, -118.274716 34.243686, -118.274621 34.243592, -118.27438 34.243352, -118.274321 34.243293, -118.274025 34.243065, -118.273956 34.242992, -118.273907 34.242918, -118.273729 34.242495, -118.273689 34.242383, -118.273665 34.242268, -118.273655 34.242152, -118.273673 34.241643, -118.273671 34.24154, -118.273651 34.24142, -118.273615 34.241304, -118.27351 34.241084, -118.273409 34.240871, -118.273341 34.240743, -118.27303 34.240288, -118.271909 34.238668, -118.271804 34.238531, -118.271174 34.237826, -118.270693 34.237317, -118.270573 34.237167, -118.270537 34.237088, -118.270512 34.237031, -118.270474 34.236937, -118.270469 34.236646, -118.270476 34.235857, -118.270476 34.235392, -118.270477 34.234849, -118.270477 34.23444, -118.270461 34.234292, -118.270446 34.234183, -118.270361 34.233942, -118.270532 34.233883, -118.27061 34.233868, -118.270559 34.233721, -118.270557 34.233644, -118.270553 34.233462, -118.270582 34.23328, -118.270593 34.23321, -118.270685 34.232995, -118.271202 34.233243, -118.271261 34.233199, -118.271632 34.233138, -118.271936 34.233067, -118.272069 34.232985, -118.272201 34.232858, -118.272222 34.232832, -118.272309 34.232727, -118.272349 34.232677, -118.272473 34.232527, -118.273678 34.232795, -118.274757 34.233041, -118.27725 34.23359, -118.27814 34.233805, -118.279058 34.234026, -118.280036 34.23421, -118.280428 34.234254, -118.28113 34.234314, -118.281379 34.234323, -118.282024 34.234323, -118.28246 34.234299, -118.284255 34.234211, -118.284664 34.234199, -118.28513 34.234197, -118.285342 34.234203, -118.285595 34.23421, -118.28606 34.234236, -118.286524 34.234275, -118.286901 34.234319, -118.28697 34.234327, -118.287073 34.234339, -118.290289 34.23477, -118.290384 34.234783, -118.290771 34.234821, -118.291067 34.23485, -118.291374 34.234869, -118.291418 34.234872, -118.291523 34.234878, -118.291981 34.234893, -118.29227 34.234894, -118.292439 34.234894, -118.292896 34.234882, -118.293353 34.234857, -118.293808 34.234819, -118.295236 34.234674, -118.295317 34.234666, -118.296486 34.234571, -118.296749 34.234564, -118.297099 34.234563, -118.29745 34.234572, -118.297799 34.234591, -118.298148 34.23462, -118.298495 34.23466, -118.298841 34.234709, -118.299184 34.234769, -118.299524 34.234838, -118.300029 34.234961, -118.300392 34.235064, -118.300719 34.235168, -118.301163 34.235328, -118.30148 34.235454, -118.301697 34.235548, -118.302004 34.23569, -118.302303 34.235841, -118.302501 34.235948, -118.302597 34.236, -118.302884 34.236168, -118.303163 34.236343, -118.303435 34.236527, -118.304897 34.237588, -118.308004 34.239841, -118.308266 34.240025, -118.308535 34.240201, -118.308812 34.240369, -118.309095 34.240528, -118.309385 34.24068, -118.309831 34.240891, -118.310136 34.24102, -118.310446 34.241141, -118.310761 34.241253, -118.31108 34.241356, -118.31116 34.24137899999999, -118.311242 34.241403, -118.311567 34.241492, -118.311896 34.241571, -118.314665 34.242153, -118.314886 34.242202, -118.314922 34.24221, -118.315424 34.242339, -118.315754 34.242437, -118.316241 34.242602, -118.316559 34.242724, -118.316872 34.242855, -118.31718 34.242994, -118.317481 34.243143, -118.317776 34.2433, -118.318042 34.243453, -118.318341 34.243644, -118.318615 34.243826, -118.31888 34.24401599999999, -118.319138 34.24421299999999, -118.319387 34.244418, -118.319627 34.244629, -118.319971 34.244959, -118.320176 34.245178, -118.320293 34.245304, -118.320593 34.245662, -118.32078 34.245908, -118.320957 34.246159, -118.321123 34.246415, -118.321278 34.246676, -118.321422 34.246941, -118.321555 34.24721, -118.321677 34.247483, -118.321787 34.24775899999999, -118.321885 34.248039, -118.322289 34.249333, -118.322382 34.249631))",,,,3.0,,13.0,,nhwhite
14000US06037102103,"POLYGON ((-118.365326 34.228703, -118.363961 34.228683, -118.362798 34.228665, -118.362588 34.228662, -118.3625 34.228661, -118.36215 34.228656, -118.361801 34.22865, -118.360754 34.22863, -118.359706 34.228608, -118.359655 34.228598, -118.358484 34.228586, -118.355464 34.228526, -118.350663 34.228503, -118.343967 34.226274, -118.343352 34.22587499999999, -118.343483 34.225796, -118.343727 34.225554, -118.343879 34.225301, -118.343919 34.225137, -118.344032 34.22501, -118.344574 34.224609, -118.344739 34.224411, -118.345004 34.223916, -118.345189 34.223647, -118.345427 34.223465, -118.345659 34.223328, -118.345784 34.223289, -118.345878 34.223195, -118.346056 34.223158, -118.3461 34.223161, -118.346304 34.223177, -118.346454 34.2232, -118.346477 34.223197, -118.346689 34.223134, -118.346871 34.223045, -118.347226 34.222778, -118.347708 34.222414, -118.347726 34.222405, -118.348156 34.222264, -118.348371 34.222184, -118.348656 34.222132, -118.349185 34.222077, -118.349397 34.222037, -118.349571 34.221949, -118.349682 34.221814, -118.349893 34.221624, -118.350159 34.221364, -118.350385 34.221253, -118.350648 34.22118, -118.350938 34.221155, -118.352293 34.221194, -118.35256 34.221246, -118.35286 34.221351, -118.353049 34.221396, -118.353789 34.221412, -118.353812 34.221409, -118.354049 34.221344, -118.354267 34.221259, -118.354278 34.221249, -118.354445 34.221133, -118.35473 34.220949, -118.354997 34.220723, -118.355345 34.220407, -118.355463 34.220202, -118.355623 34.220033, -118.355802 34.219923, -118.355944 34.219848, -118.3562 34.219714, -118.356402 34.219607, -118.356623 34.219837, -118.356857 34.220056, -118.357104 34.220265, -118.357124 34.22028, -118.357364 34.220462, -118.357544 34.220588, -118.357824 34.220766, -118.358115 34.220931, -118.358415 34.221084, -118.358725 34.221223, -118.358936 34.221309, -118.35926 34.221425, -118.359407 34.221472, -118.359691 34.221554, -118.359608 34.2217, -118.359524 34.221845, -118.359427 34.222014, -118.359213 34.222386, -118.361797 34.224965, -118.364165 34.227473, -118.365326 34.228703))",,,1.0,9.0,,5.0,,hisp
14000US06037102105,"POLYGON ((-118.35307 34.20878, -118.353066 34.211608, -118.353065 34.212496, -118.353063 34.213456, -118.35306 34.213824, -118.353042 34.213909, -118.353021 34.213961, -118.352992 34.214014, -118.352935 34.214086, -118.352603 34.214392, -118.352187 34.214773, -118.352011 34.214963, -118.351867 34.21512, -118.351842 34.215147, -118.351741 34.215064, -118.35137 34.214755, -118.348501 34.212309, -118.34672 34.21084099999999, -118.3464 34.210551, -118.346185 34.21036, -118.345976 34.210169, -118.345523 34.20973, -118.345304 34.209505, -118.345089 34.209277, -118.344879 34.209046, -118.344674 34.208813, -118.344473 34.208576, -118.344278 34.208336, -118.344088 34.208093, -118.343903 34.207848, -118.343723 34.2076, -118.343007 34.206557, -118.343276 34.206562, -118.344132 34.206577, -118.344328 34.206581, -118.345451 34.206598, -118.346436 34.206612, -118.346506 34.206614, -118.347608 34.20663, -118.348555 34.206644, -118.348687 34.206646, -118.34971 34.206662, -118.349964 34.206666, -118.350369 34.206672, -118.350745 34.206916, -118.351375 34.207359, -118.352079 34.207841, -118.353092 34.208528, -118.35307 34.20878))",,,,3.0,,3.0,,hisp
14000US06037102107,"POLYGON ((-118.367885 34.239393, -118.367879 34.239656, -118.367856 34.23992, -118.367852 34.239944, -118.367818 34.240157, -118.36777 34.240369, -118.367685 34.240648, -118.367606 34.240853, -118.367514 34.241055, -118.367126 34.241802, -118.366883 34.242236, -118.366806 34.242411, -118.366787 34.242452, -118.366709 34.242617, -118.36659 34.242819, -118.366452 34.243021, -118.366295 34.243256, -118.366218 34.243351, -118.366122 34.24345, -118.365892 34.24366699999999, -118.36579 34.243746, -118.365582 34.243897, -118.365407 34.244004, -118.365188 34.244131, -118.365036 34.244224, -118.364852 34.244337, -118.364596 34.244468, -118.363709 34.245081, -118.363472 34.245217, -118.363373 34.245281, -118.362804 34.245605, -118.362178 34.245999, -118.36119 34.246622, -118.36092 34.246764, -118.360774 34.246825, -118.360511 34.246913, -118.360208 34.246983, -118.359828 34.247056, -118.359445 34.247116, -118.359189 34.247134, -118.358992 34.247121, -118.358891 34.247103, -118.358854 34.247097, -118.358745 34.247083, -118.358456 34.247073, -118.357886 34.247075, -118.357469 34.247053, -118.357178 34.247037, -118.356349 34.247002, -118.356113 34.246989, -118.355484 34.246997, -118.355205 34.247013, -118.354044 34.247093, -118.353855 34.247109, -118.351927 34.247278, -118.351326 34.247332, -118.350996 34.247373, -118.350669 34.247429, -118.350347 34.247499, -118.350134 34.247553, -118.34982 34.247646, -118.349612 34.247716, -118.348608 34.248074, -118.348423 34.24815299999999, -118.348245 34.248242, -118.347838 34.248479, -118.347692 34.248604, -118.347416 34.248916, -118.347249 34.249149, -118.346857 34.249815, -118.346561 34.250291, -118.346456 34.25044, -118.346359 34.250577, -118.346325 34.250626, -118.346285 34.250681, -118.345947 34.25128, -118.345712 34.251696, -118.345643 34.25184, -118.345541 34.252053, -118.345297 34.252543, -118.345236 34.252652, -118.344977 34.253116, -118.344937 34.253164, -118.344852 34.253267, -118.344839 34.253283, -118.344778 34.253364, -118.344469 34.253825, -118.34419 34.254243, -118.343195 34.255732, -118.34304 34.255967, -118.342993 34.25604, -118.342478 34.256827, -118.341272 34.258905, -118.341007 34.259285, -118.340813 34.259493, -118.340603 34.259674, -118.340219 34.25994, -118.340143 34.259974, -118.339969 34.26006, -118.339834 34.26012, -118.339593 34.2602, -118.339444 34.26024, -118.339362 34.260258, -118.339243 34.260282, -118.339089 34.260306, -118.338935 34.260324, -118.33878 34.260334, -118.338624 34.260338, -118.338468 34.260336, -118.338209 34.260316, -118.334789 34.259831, -118.334478 34.259767, -118.334313 34.259723, -118.334127 34.259666, -118.333867 34.259578, -118.33358 34.259516, -118.333393 34.259496, -118.33319 34.259487, -118.332637 34.259496, -118.332293 34.259515, -118.330959 34.259637, -118.330923 34.259635, -118.330772 34.259627, -118.330655 34.25962, -118.33061 34.259624, -118.330566 34.259628, -118.330487 34.259635, -118.330023 34.259675, -118.329998 34.259677, -118.329949 34.259631, -118.329907 34.25958, -118.329792 34.259455, -118.329536 34.259175, -118.328427 34.258054, -118.32734 34.256929, -118.327182 34.256747, -118.32708 34.25664, -118.325469 34.254981, -118.325252 34.254754, -118.324561 34.254031, -118.324358 34.253802, -118.324164 34.253567, -118.323981 34.253326, -118.323808 34.253081, -118.323645 34.25283, -118.323493 34.252575, -118.323352 34.252316, -118.323221 34.252053, -118.323045 34.251652, -118.322938 34.25138099999999, -118.322841 34.251101, -118.322382 34.249631, -118.322289 34.249333, -118.321885 34.248039, -118.321787 34.24775899999999, -118.321677 34.247483, -118.321555 34.24721, -118.321422 34.246941, -118.321278 34.246676, -118.321123 34.246415, -118.320957 34.246159, -118.32078 34.245908, -118.320593 34.245662, -118.320293 34.245304, -118.320176 34.245178, -118.319971 34.244959, -118.319627 34.244629, -118.319387 34.244418, -118.319138 34.24421299999999, -118.31888 34.24401599999999, -118.318615 34.243826, -118.318341 34.243644, -118.318042 34.243453, -118.317776 34.2433, -118.317481 34.243143, -118.31718 34.242994, -118.316872 34.242855, -118.316559 34.242724, -118.316241 34.242602, -118.315754 34.242437, -118.315424 34.242339, -118.314922 34.24221, -118.314886 34.242202, -118.314665 34.242153, -118.311896 34.241571, -118.311567 34.241492, -118.311242 34.241403, -118.31116 34.24137899999999, -118.31108 34.241356, -118.310761 34.241253, -118.310446 34.241141, -118.310136 34.24102, -118.309831 34.240891, -118.309385 34.24068, -118.309095 34.240528, -118.308812 34.240369, -118.308535 34.240201, -118.308266 34.240025, -118.308004 34.239841, -118.304897 34.237588, -118.303435 34.236527, -118.303163 34.236343, -118.302884 34.236168, -118.302597 34.236, -118.302501 34.235948, -118.302303 34.235841, -118.302004 34.23569, -118.301697 34.235548, -118.30148 34.235454, -118.301163 34.235328, -118.300719 34.235168, -118.300392 34.235064, -118.300029 34.234961, -118.299524 34.234838, -118.299184 34.234769, -118.298841 34.234709, -118.298495 34.23466, -118.298148 34.23462, -118.297799 34.234591, -118.29745 34.234572, -118.297099 34.234563, -118.296749 34.234564, -118.296486 34.234571, -118.295317 34.234666, -118.295236 34.234674, -118.293808 34.234819, -118.293353 34.234857, -118.292896 34.234882, -118.292439 34.234894, -118.29227 34.234894, -118.291981 34.234893, -118.291523 34.234878, -118.291418 34.234872, -118.291374 34.234869, -118.291067 34.23485, -118.290771 34.234821, -118.29094 34.23468, -118.291108 34.234538, -118.291156 34.23449799999999, -118.291338 34.234343, -118.29145 34.234253, -118.291574 34.234161, -118.291594 34.234179, -118.291751 34.234072, -118.291769 34.234027, -118.292037 34.233878, -118.29646 34.232797, -118.297249 34.23260399999999, -118.297648 34.23253, -118.297887 34.232494, -118.29813 34.232478, -118.298225 34.23248, -118.298224 34.232494, -118.298257 34.232481, -118.29844 34.232486, -118.298564 34.232498, -118.29896 34.232566, -118.299165 34.232613, -118.299332 34.232665, -118.299537 34.232744, -118.299976 34.232895, -118.300144 34.232961, -118.300802 34.233152, -118.301574 34.233323, -118.30241 34.233473, -118.302943 34.233546, -118.303457 34.233601, -118.304093 34.23366499999999, -118.304276 34.233689, -118.304507 34.233704, -118.304691 34.233704, -118.304876 34.233693, -118.305059 34.233671, -118.30523 34.233641, -118.306337 34.233421, -118.306565 34.233394, -118.306796 34.233384, -118.307027 34.23339, -118.307256 34.233413, -118.307392 34.233435, -118.307954 34.233536, -118.308183 34.233564, -118.308413 34.233579, -118.308701 34.233579, -118.308932 34.233563, -118.30916 34.233534, -118.309385 34.233493, -118.309635 34.23343, -118.310145 34.233285, -118.310324 34.233246, -118.310382 34.233237, -118.310382 34.233173, -118.311434 34.23276, -118.314055 34.231842, -118.318031 34.230466, -118.318046 34.232079, -118.324647 34.232065, -118.326526 34.23205799999999, -118.326586 34.232206, -118.33547 34.232027, -118.335425 34.229999, -118.335323 34.226974, -118.335244 34.224753, -118.335235 34.224491, -118.336465 34.224055, -118.338492 34.223343, -118.338059 34.222275, -118.338212 34.222504, -118.340797 34.224212, -118.341288 34.224537, -118.343352 34.22587499999999, -118.343967 34.226274, -118.350663 34.228503, -118.355464 34.228526, -118.358484 34.228586, -118.359655 34.228598, -118.359706 34.228608, -118.360754 34.22863, -118.361801 34.22865, -118.36215 34.228656, -118.3625 34.228661, -118.362588 34.228662, -118.362798 34.228665, -118.363961 34.228683, -118.365326 34.228703, -118.366475 34.22992, -118.366843 34.232359, -118.367123 34.234213, -118.367203 34.234744, -118.367385 34.235944, -118.367539 34.236966, -118.367582 34.237255, -118.367861 34.239106, -118.367876 34.239209, -118.367881 34.239299, -118.367885 34.239393))",,,2.0,3.0,,,3.0,hisp
14000US06037103100,,,,,,,1.0,,nhwhite
